claim_id,velocity_kmh,device_reuse_count,weather_match,claim_hour,claims_this_week,label
CLM02392,113.19,4,0,1,8,1
CLM02393,42.82,1,1,22,0,0
CLM02394,14.98,1,1,9,2,0
CLM02395,32.28,1,1,20,1,0
CLM02396,5.21,1,1,13,0,0
CLM02397,5.73,1,1,7,2,0
CLM02398,33.88,2,0,10,3,1
CLM02399,42.03,1,1,14,0,0
CLM02400,24.22,1,1,16,1,0
CLM02401,20.51,1,1,8,4,0
CLM02402,22.61,1,1,22,1,0
CLM02403,31.69,1,0,17,1,0
CLM02404,9.48,1,1,8,1,0
CLM02405,32.73,1,1,12,0,0
CLM02406,15.18,1,0,19,3,0
CLM02407,69.77,3,0,5,12,1
CLM02408,5.89,1,1,8,2,0
CLM02409,7.37,1,1,16,1,0
CLM02410,36.2,1,1,18,4,0
CLM02411,110.09,5,0,3,6,1
CLM02412,4.32,3,1,8,0,0
CLM02413,29.25,1,0,19,1,0
CLM02414,187.5,1,1,22,6,1
CLM02415,35.0,2,1,15,3,0
CLM02416,5.4,1,1,14,0,0
CLM02417,44.43,1,1,10,4,0
CLM02418,21.79,1,1,11,0,0
CLM02419,32.12,2,1,19,0,0
CLM02420,36.79,1,1,9,4,0
CLM02421,24.25,1,1,13,0,0
CLM02422,26.96,1,1,17,0,0
CLM02423,26.11,1,0,17,3,1
CLM02424,1.58,3,1,18,4,0
CLM02425,96.07,3,0,2,4,1
CLM02426,23.37,1,1,21,1,0
CLM02427,31.28,1,0,18,4,0
CLM02428,9.44,1,1,14,0,0
CLM02429,13.49,1,0,13,4,0
CLM02430,5.78,1,1,15,2,0
CLM02431,40.66,1,1,15,3,0
CLM02432,6.45,1,1,15,1,0
CLM02433,25.36,1,1,12,3,0
CLM02434,14.24,1,1,14,0,0
CLM02435,23.92,1,1,17,0,0
CLM02436,15.01,1,1,14,2,0
CLM02437,43.59,6,0,3,5,1
CLM02438,39.4,1,1,10,4,0
CLM02439,25.75,1,1,10,0,0
CLM02440,77.27,4,0,5,12,1
CLM02441,39.69,1,1,15,0,0
CLM02442,32.1,1,1,15,0,0
CLM02443,28.76,1,1,20,3,0
CLM02444,44.38,1,1,15,3,0
CLM02445,32.33,2,1,9,2,0
CLM02446,14.07,1,1,14,0,0
CLM02447,243.55,2,0,13,6,1
CLM02448,32.89,1,1,10,3,0
CLM02449,262.91,1,1,22,5,1
CLM02450,10.99,1,0,8,4,0
CLM02451,7.58,2,1,14,1,0
CLM02452,85.96,2,0,3,11,1
CLM02453,16.8,1,0,14,4,0
CLM02454,38.6,1,1,15,1,0
CLM02455,15.74,2,0,20,5,1
CLM02456,1.59,1,1,22,0,0
CLM02457,27.7,1,1,7,2,0
CLM02458,8.38,1,1,22,1,0
CLM02459,6.15,1,0,15,1,1
CLM02460,9.04,2,0,11,3,1
CLM02461,40.15,1,1,21,3,0
CLM02462,19.53,5,0,3,6,1
CLM02463,6.02,1,1,8,1,0
CLM02464,42.68,2,0,10,3,0
CLM02465,22.3,1,1,19,4,0
CLM02466,33.39,1,1,10,0,0
CLM02467,0.61,8,0,1,8,1
CLM02468,26.87,1,1,16,3,0
CLM02469,27.79,8,0,7,7,1
CLM02470,38.89,3,1,20,1,0
CLM02471,35.22,1,1,12,1,0
CLM02472,26.6,1,1,11,3,0
CLM02473,115.04,5,0,0,7,1
CLM02474,169.61,2,0,7,3,1
CLM02475,2.76,1,1,10,2,0
CLM02476,42.43,1,1,8,1,0
CLM02477,243.85,1,1,15,3,1
CLM02478,4.53,1,0,18,2,0
CLM02479,4.36,1,1,11,2,0
CLM02480,36.45,1,1,18,1,0
CLM02481,9.45,1,1,11,4,0
CLM02482,36.49,1,0,6,4,1
CLM02483,3.37,1,1,22,1,0
CLM02484,6.92,1,1,15,4,0
CLM02485,40.27,1,1,20,0,0
CLM02486,23.57,2,1,12,4,0
CLM02487,43.54,1,0,8,1,0
CLM02488,17.89,1,1,9,1,0
CLM02489,22.92,1,1,15,1,0
CLM02490,7.2,1,1,21,4,0
CLM02491,23.63,1,1,15,4,0
CLM02492,197.38,2,0,20,2,1
CLM02493,12.5,1,1,8,1,0
CLM02494,9.45,1,1,18,2,0
CLM02495,88.45,3,0,3,8,1
CLM02496,2.58,1,1,14,2,0
CLM02497,87.62,2,0,5,10,1
CLM02498,11.58,1,1,13,3,0
CLM02499,12.1,1,1,19,1,0
CLM02500,32.84,1,1,22,0,0
CLM02501,20.67,1,1,22,1,0
CLM02502,0.95,1,1,19,4,0
CLM02503,6.46,1,1,19,0,0
CLM02504,6.18,1,1,10,3,0
CLM02505,4.95,1,1,8,1,0
CLM02506,3.76,1,1,7,0,0
CLM02507,4.79,1,1,9,1,0
CLM02508,112.47,3,0,2,9,1
CLM02509,10.97,1,1,10,0,0
CLM02510,4.63,1,1,20,1,0
CLM02511,129.87,2,0,11,6,1
CLM02512,41.48,1,1,10,3,0
CLM02513,102.38,2,1,2,5,1
CLM02514,16.22,2,1,8,4,0
CLM02515,15.07,4,1,4,7,1
CLM02516,12.92,2,1,22,2,0
CLM02517,36.48,1,1,7,1,0
CLM02518,6.6,1,1,22,0,0
CLM02519,32.7,4,0,10,5,1
CLM02520,17.33,1,1,20,4,0
CLM02521,15.01,1,1,14,3,0
CLM02522,22.37,1,1,14,3,0
CLM02523,86.89,3,0,5,5,1
CLM02524,0.13,3,1,22,1,0
CLM02525,2.68,1,1,11,2,0
CLM02526,37.59,1,0,20,1,0
CLM02527,10.11,1,1,11,3,0
CLM02528,31.33,1,1,10,4,0
CLM02529,110.93,2,0,1,9,1
CLM02530,82.75,2,0,5,4,1
CLM02531,33.66,1,1,20,2,0
CLM02532,29.02,1,1,8,0,0
CLM02533,7.81,1,1,20,3,0
CLM02534,37.33,2,1,14,3,0
CLM02535,12.23,1,1,11,1,0
CLM02536,2.52,1,1,9,3,0
CLM02537,29.37,1,1,8,2,0
CLM02538,8.76,1,1,17,0,0
CLM02539,7.32,1,1,7,2,0
CLM02540,9.08,2,1,9,4,0
CLM02541,25.37,1,1,17,0,0
CLM02542,0.38,1,1,19,4,0
CLM02543,33.83,1,0,10,2,0
CLM02544,33.37,1,1,11,0,0
CLM02545,17.2,1,1,16,1,0
CLM02546,35.41,1,0,22,2,1
CLM02547,36.34,1,1,12,4,0
CLM02548,32.79,1,0,17,3,0
CLM02549,15.26,1,1,20,0,0
CLM02550,34.84,1,1,9,1,0
CLM02551,44.75,1,1,16,4,0
CLM02552,35.88,2,1,21,2,0
CLM02553,3.07,7,1,11,4,1
CLM02554,82.25,5,0,2,11,1
CLM02555,6.32,1,1,8,2,0
CLM02556,18.04,2,0,11,3,0
CLM02557,38.02,2,1,20,4,0
CLM02558,39.48,3,1,8,1,0
CLM02559,25.24,1,1,19,1,0
CLM02560,38.42,1,1,9,2,0
CLM02561,28.91,2,1,9,1,0
CLM02562,41.29,2,1,13,3,0
CLM02563,14.28,3,1,22,0,0
CLM02564,1.72,1,1,13,2,0
CLM02565,44.45,1,1,18,3,0
CLM02566,9.6,1,1,20,2,0
CLM02567,7.92,1,1,9,2,0
CLM02568,20.31,1,1,15,1,0
CLM02569,4.16,2,1,16,1,0
CLM02570,42.39,1,1,12,3,0
CLM02571,31.18,1,1,13,0,0
CLM02572,26.03,1,1,17,0,0
CLM02573,5.9,2,0,3,4,1
CLM02574,32.5,3,0,11,3,0
CLM02575,26.03,1,1,13,3,0
CLM02576,34.85,1,1,13,1,0
CLM02577,25.96,1,1,7,2,0
CLM02578,22.59,2,1,21,3,0
CLM02579,15.85,1,1,17,0,0
CLM02580,20.65,1,1,12,4,0
CLM02581,12.83,1,1,16,4,0
CLM02582,40.76,1,1,10,0,0
CLM02583,27.73,1,1,10,3,0
CLM02584,36.26,1,1,13,1,0
CLM02585,24.82,1,1,10,2,0
CLM02586,41.13,1,1,19,0,0
CLM02587,35.2,1,1,15,2,0
CLM02588,35.78,1,1,20,0,0
CLM02589,162.37,2,1,5,5,1
CLM02590,10.88,3,1,19,0,0
CLM02591,26.0,1,1,12,3,0
CLM02592,23.28,1,1,11,4,0
CLM02593,15.68,2,0,17,2,1
CLM02594,9.17,1,1,11,0,0
CLM02595,24.47,3,1,7,1,0
CLM02596,28.55,1,1,14,2,0
CLM02597,37.82,1,1,19,2,0
CLM02598,12.37,2,1,10,0,0
CLM02599,26.82,1,1,12,0,0
CLM02600,113.89,3,0,3,5,1
CLM02601,0.99,1,0,9,1,0
CLM02602,16.89,1,0,12,1,0
CLM02603,40.66,1,1,8,0,0
CLM02604,44.72,1,1,7,1,0
CLM02605,11.45,1,1,7,4,0
CLM02606,6.86,2,1,13,0,0
CLM02607,9.89,1,0,15,2,0
CLM02608,42.9,1,1,16,3,0
CLM02609,22.31,1,1,13,2,0
CLM02610,35.49,2,0,12,1,1
CLM02611,34.49,1,1,22,3,0
CLM02612,19.07,1,1,10,4,0
CLM02613,8.99,1,1,9,3,0
CLM02614,192.5,2,1,19,6,1
CLM02615,23.87,1,1,17,3,0
CLM02616,16.1,1,1,18,1,0
CLM02617,5.5,1,1,17,1,0
CLM02618,35.79,2,1,19,2,0
CLM02619,23.73,1,1,9,4,0
CLM02620,18.98,1,1,17,1,0
CLM02621,36.12,1,0,20,0,0
CLM02622,151.91,2,0,18,1,1
CLM02623,28.96,2,0,21,2,0
CLM02624,52.59,2,0,2,4,1
CLM02625,256.55,2,1,10,3,1
CLM02626,25.04,1,1,19,2,0
CLM02627,20.46,1,0,10,2,0
CLM02628,4.62,1,1,11,0,0
CLM02629,38.76,1,1,9,1,0
CLM02630,36.55,1,1,7,0,0
CLM02631,35.32,1,0,9,2,0
CLM02632,27.57,1,1,12,1,0
CLM02633,5.4,1,1,20,3,0
CLM02634,23.48,1,1,22,2,0
CLM02635,32.89,1,1,16,0,0
CLM02636,37.6,1,1,13,0,0
CLM02637,8.5,1,0,14,4,1
CLM02638,4.7,1,1,17,2,0
CLM02639,29.49,1,1,11,1,0
CLM02640,17.35,1,1,13,3,0
CLM02641,12.5,1,1,10,1,0
CLM02642,4.82,1,1,21,1,0
CLM02643,21.43,1,1,10,4,0
CLM02644,6.78,7,1,16,8,1
CLM02645,4.4,8,1,23,9,1
CLM02646,8.53,1,1,22,4,0
CLM02647,30.65,1,0,14,0,0
CLM02648,138.56,1,0,8,2,1
CLM02649,31.48,1,1,14,2,0
CLM02650,7.7,1,1,16,0,0
CLM02651,28.02,2,0,23,3,1
CLM02652,30.96,1,1,12,1,0
CLM02653,20.48,2,1,20,2,0
CLM02654,111.69,3,0,5,4,1
CLM02655,43.63,1,1,14,3,0
CLM02656,89.71,4,0,1,12,1
CLM02657,33.97,1,1,17,3,0
CLM02658,15.79,1,1,15,2,0
CLM02659,37.25,1,1,22,0,0
CLM02660,23.37,1,1,20,1,0
CLM02661,6.37,1,1,20,2,0
CLM02662,4.02,2,1,10,2,0
CLM02663,30.55,2,1,12,2,0
CLM02664,15.7,1,1,15,2,0
CLM02665,26.08,1,1,10,3,0
CLM02666,25.5,1,1,10,0,0
CLM02667,30.85,1,1,16,4,0
CLM02668,7.32,1,1,16,0,0
CLM02669,9.78,1,1,22,2,0
CLM02670,37.53,3,1,4,8,1
CLM02671,35.34,1,0,11,0,0
CLM02672,6.42,1,1,9,2,0
CLM02673,21.29,1,1,19,3,0
CLM02674,40.69,2,0,16,1,0
CLM02675,30.55,1,1,13,2,0
CLM02676,12.04,1,0,9,5,1
CLM02677,20.75,1,1,20,0,0
CLM02678,14.1,8,1,14,8,1
CLM02679,18.92,1,1,7,3,0
CLM02680,279.51,1,1,4,5,1
CLM02681,25.45,1,1,19,1,0
CLM02682,0.27,1,1,21,0,0
CLM02683,44.38,3,1,19,4,1
CLM02684,25.44,1,1,10,4,0
CLM02685,33.27,1,1,11,4,0
CLM02686,22.29,1,1,11,2,0
CLM02687,32.36,2,1,13,0,0
CLM02688,273.58,1,0,6,1,1
CLM02689,37.47,1,1,10,2,0
CLM02690,44.22,1,1,15,4,0
CLM02691,38.67,1,1,7,1,0
CLM02692,66.85,3,0,3,11,1
CLM02693,30.04,2,1,15,3,0
CLM02694,35.99,1,1,11,0,0
CLM02695,5.41,1,1,8,4,0
CLM02696,40.86,1,1,21,2,0
CLM02697,190.14,1,1,22,5,1
CLM02698,2.82,1,1,17,3,0
CLM02699,35.4,1,1,16,3,0
CLM02700,83.86,5,0,4,6,1
CLM02701,41.73,1,1,11,2,0
CLM02702,26.13,1,1,9,0,0
CLM02703,66.22,2,0,3,11,1
CLM02704,10.42,1,0,14,0,0
CLM02705,7.83,2,1,20,0,0
CLM02706,1.68,8,0,14,8,1
CLM02707,37.83,2,1,21,3,0
CLM02708,22.26,1,0,8,4,1
CLM02709,12.87,1,1,13,0,0
CLM02710,28.31,1,1,11,0,0
CLM02711,18.36,1,1,12,4,0
CLM02712,37.46,1,1,18,2,0
CLM02713,25.14,1,1,20,3,0
CLM02714,25.61,1,1,10,0,0
CLM02715,2.32,1,1,16,2,0
CLM02716,16.11,2,1,16,0,0
CLM02717,10.86,1,1,16,3,0
CLM02718,24.57,2,1,15,0,0
CLM02719,9.02,3,0,6,8,1
CLM02720,29.85,2,1,9,4,0
CLM02721,31.64,1,1,9,3,0
CLM02722,27.56,1,1,11,2,0
CLM02723,4.68,1,1,18,3,0
CLM02724,35.17,2,1,8,0,0
CLM02725,36.51,1,1,7,4,0
CLM02726,17.42,1,1,20,4,0
CLM02727,40.37,5,1,6,8,1
CLM02728,2.61,1,1,14,3,0
CLM02729,39.98,1,1,7,1,0
CLM02730,3.45,1,1,8,2,0
CLM02731,29.48,1,1,19,3,0
CLM02732,29.55,1,0,13,3,0
CLM02733,36.6,2,1,21,2,0
CLM02734,35.11,1,1,15,2,0
CLM02735,22.66,1,0,22,2,0
CLM02736,108.9,3,0,2,12,1
CLM02737,16.76,1,1,14,3,0
CLM02738,20.42,1,1,8,2,0
CLM02739,17.29,1,1,15,4,0
CLM02740,0.85,1,1,14,1,0
CLM02741,29.7,1,1,8,4,0
CLM02742,42.18,2,1,17,2,0
CLM02743,26.59,1,1,20,3,0
CLM02744,41.79,1,1,19,2,0
CLM02745,42.21,1,1,15,1,0
CLM02746,21.03,3,1,7,2,0
CLM02747,42.79,1,1,16,2,0
CLM02748,1.74,1,1,15,4,0
CLM02749,29.73,5,0,14,10,1
CLM02750,88.14,2,1,20,5,1
CLM02751,2.64,2,1,17,0,0
CLM02752,11.61,1,1,22,1,0
CLM02753,7.85,2,1,14,0,0
CLM02754,8.29,1,1,17,0,0
CLM02755,10.26,2,0,15,0,0
CLM02756,38.59,1,1,14,2,0
CLM02757,4.53,1,0,7,2,1
CLM02758,16.71,1,1,20,2,0
CLM02759,35.47,5,1,20,8,1
CLM02760,43.81,1,1,8,2,0
CLM02761,41.03,1,1,17,4,0
CLM02762,33.39,1,1,13,3,0
CLM02763,1.47,1,1,9,0,0
CLM02764,44.65,1,0,20,4,0
CLM02765,38.14,1,1,22,4,0
CLM02766,14.26,1,1,14,2,0
CLM02767,34.54,1,1,10,1,0
CLM02768,43.09,1,1,9,2,0
CLM02769,27.23,1,1,11,4,0
CLM02770,40.92,1,1,15,2,0
CLM02771,5.31,1,1,11,4,0
CLM02772,39.66,1,1,21,0,0
CLM02773,34.45,8,1,23,4,1
CLM02774,174.91,1,0,4,5,1
CLM02775,41.34,2,1,19,4,0
CLM02776,13.2,1,1,17,4,0
CLM02777,4.85,1,1,18,3,0
CLM02778,28.39,1,1,22,1,0
CLM02779,32.57,1,1,9,1,0
CLM02780,26.71,1,1,19,2,0
CLM02781,22.89,1,0,10,1,0
CLM02782,15.35,1,1,20,2,0
CLM02783,14.34,1,1,13,3,0
CLM02784,25.88,1,1,16,1,0
CLM02785,19.75,4,1,8,4,1
CLM02786,29.99,1,1,12,0,0
CLM02787,1.79,2,1,13,0,0
CLM02788,37.01,1,1,20,3,0
CLM02789,37.4,1,1,10,3,0
CLM02790,22.2,1,1,15,0,0
CLM02791,36.16,1,1,9,2,0
CLM02792,20.41,8,0,22,8,1
CLM02793,1.73,1,1,17,1,0
CLM02794,29.75,2,1,7,1,0
CLM02795,42.44,8,0,8,10,1
CLM02796,101.35,4,0,1,7,1
CLM02797,3.99,1,1,13,0,0
CLM02798,22.08,1,1,8,3,0
CLM02799,27.6,1,1,18,3,0
CLM02800,42.95,2,1,16,3,0
CLM02801,28.35,1,1,16,0,0
CLM02802,43.33,2,1,20,3,0
CLM02803,29.81,1,1,17,0,0
CLM02804,17.91,1,1,22,4,0
CLM02805,10.57,1,1,20,0,0
CLM02806,14.54,1,1,21,3,0
CLM02807,41.06,1,1,17,0,0
CLM02808,18.44,1,1,13,0,0
CLM02809,27.6,1,1,7,0,0
CLM02810,4.06,1,0,9,0,0
CLM02811,16.29,1,1,19,1,0
CLM02812,7.26,1,1,14,0,0
CLM02813,286.88,1,1,15,1,1
CLM02814,10.35,8,0,1,7,1
CLM02815,36.58,1,1,15,0,0
CLM02816,28.14,2,0,0,1,1
CLM02817,24.38,2,1,19,1,0
CLM02818,38.67,1,1,7,2,0
CLM02819,9.12,1,1,22,3,0
CLM02820,4.19,2,1,22,2,0
CLM02821,23.99,1,1,22,3,0
CLM02822,34.32,1,1,7,3,0
CLM02823,20.12,1,1,16,2,0
CLM02824,3.35,1,0,6,4,1
CLM02825,3.77,1,1,14,0,0
CLM02826,11.34,1,1,11,0,0
CLM02827,25.44,1,1,13,4,0
CLM02828,24.55,1,1,17,3,0
CLM02829,23.15,2,0,9,0,0
CLM02830,3.49,1,1,10,1,0
CLM02831,39.14,1,1,22,1,0
CLM02832,23.61,1,1,20,3,0
CLM02833,299.06,2,1,19,3,1
CLM02834,7.47,1,1,18,4,0
CLM02835,21.24,1,1,11,1,0
CLM02836,37.32,1,1,11,3,0
CLM02837,71.83,3,0,1,5,1
CLM02838,14.9,1,1,12,0,0
CLM02839,25.16,1,1,13,2,0
CLM02840,41.02,1,1,18,4,0
CLM02841,42.04,1,1,13,0,0
CLM02842,4.63,1,1,10,1,0
CLM02843,26.43,1,1,15,4,0
CLM02844,21.3,1,1,13,0,0
CLM02845,27.67,1,1,7,2,0
CLM02846,59.59,5,0,3,11,1
CLM02847,22.52,1,1,19,3,0
CLM02848,15.97,1,1,9,4,0
CLM02849,42.99,2,1,11,3,0
CLM02850,22.05,1,1,20,2,0
CLM02851,109.88,4,0,5,10,1
CLM02852,25.19,3,0,19,2,0
CLM02853,50.75,5,0,2,12,1
CLM02854,26.38,1,0,15,4,0
CLM02855,27.3,1,1,22,3,0
CLM02856,10.12,1,0,18,1,1
CLM02857,41.74,3,1,22,1,0
CLM02858,39.37,1,1,8,2,0
CLM02859,60.72,3,0,1,5,1
CLM02860,38.06,1,1,8,2,0
CLM02861,39.34,1,0,20,5,1
CLM02862,14.97,1,1,12,4,0
CLM02863,16.48,1,1,20,0,0
CLM02864,85.11,4,0,0,6,1
CLM02865,12.4,1,1,12,0,0
CLM02866,25.23,1,1,9,4,0
CLM02867,3.97,2,1,9,1,0
CLM02868,28.2,1,1,7,1,0
CLM02869,20.72,2,0,16,1,0
CLM02870,33.21,1,1,16,1,0
CLM02871,25.43,1,1,15,1,0
CLM02872,31.39,5,0,15,8,1
CLM02873,15.7,1,1,12,0,0
CLM02874,26.34,1,1,20,2,0
CLM02875,30.69,1,1,15,0,0
CLM02876,9.48,1,1,10,4,0
CLM02877,8.39,1,1,18,4,0
CLM02878,26.48,1,1,18,0,0
CLM02879,13.47,1,0,5,3,1
CLM02880,21.01,1,1,21,4,0
CLM02881,19.57,1,1,15,2,0
CLM02882,21.72,1,1,14,4,0
CLM02883,12.12,7,1,18,3,1
CLM02884,146.13,1,0,4,6,1
CLM02885,43.2,3,1,11,2,0
CLM02886,7.44,1,1,12,2,0
CLM02887,8.31,2,1,14,1,0
CLM02888,38.06,1,1,18,0,0
CLM02889,30.91,1,0,19,3,0
CLM02890,34.34,1,1,11,3,0
CLM02891,40.41,1,1,20,4,0
CLM02892,3.22,1,1,7,1,0
CLM02893,8.02,1,1,7,4,0
CLM02894,17.92,1,1,22,1,0
CLM02895,4.18,6,0,13,5,1
CLM02896,17.41,1,1,20,1,0
CLM02897,33.37,2,0,2,3,1
CLM02898,4.56,2,1,7,1,0
CLM02899,25.86,1,1,22,3,0
CLM02900,2.45,1,1,10,4,0
CLM02901,40.87,1,1,17,4,0
CLM02902,5.03,1,1,19,0,0
CLM02903,42.04,7,1,6,10,1
CLM02904,20.91,1,1,21,2,0
CLM02905,14.77,2,0,10,3,1
CLM02906,1.06,1,1,20,0,0
CLM02907,13.4,1,1,8,4,0
CLM02908,11.19,1,1,11,3,0
CLM02909,12.36,3,1,14,4,0
CLM02910,1.83,1,1,10,3,0
CLM02911,32.64,1,1,16,3,0
CLM02912,8.28,1,1,9,3,0
CLM02913,35.71,1,0,14,0,0
CLM02914,21.28,1,1,12,2,0
CLM02915,2.06,1,1,16,2,0
CLM02916,252.05,1,1,8,4,1
CLM02917,43.92,1,1,7,2,0
CLM02918,27.51,1,1,21,4,0
CLM02919,26.79,1,1,7,2,0
CLM02920,15.59,1,1,22,1,0
CLM02921,7.65,1,1,9,3,0
CLM02922,15.54,1,0,18,2,0
CLM02923,14.19,1,1,12,4,0
CLM02924,19.42,3,1,16,4,0
CLM02925,44.54,1,1,19,4,0
CLM02926,5.56,1,1,10,4,0
CLM02927,38.92,1,0,19,4,0
CLM02928,33.81,1,1,17,2,0
CLM02929,29.89,1,1,17,4,0
CLM02930,17.65,2,1,21,2,0
CLM02931,20.23,2,1,16,0,0
CLM02932,15.03,1,1,10,3,0
CLM02933,18.81,1,1,7,4,0
CLM02934,27.44,1,1,20,0,0
CLM02935,11.25,1,1,9,2,0
CLM02936,31.6,2,0,17,5,1
CLM02937,38.26,1,1,14,1,0
CLM02938,32.08,1,1,9,0,0
CLM02939,20.75,1,1,14,1,0
CLM02940,22.51,1,1,17,1,0
CLM02941,32.49,1,1,20,4,0
CLM02942,38.8,1,1,15,4,0
CLM02943,95.3,2,0,3,11,1
CLM02944,2.69,1,1,8,2,0
CLM02945,41.73,1,1,10,0,0
CLM02946,37.14,3,0,11,9,1
CLM02947,6.39,1,1,15,0,0
CLM02948,31.22,1,1,14,2,0
CLM02949,31.01,1,1,15,4,0
CLM02950,1.61,1,1,7,1,0
CLM02951,25.36,1,1,12,4,0
CLM02952,21.39,1,1,11,1,0
CLM02953,38.66,1,1,13,4,0
CLM02954,26.29,1,1,19,3,0
CLM02955,7.67,1,1,17,4,0
CLM02956,38.94,1,1,22,1,0
CLM02957,17.09,1,1,14,2,0
CLM02958,6.75,1,1,10,1,0
CLM02959,20.67,2,0,14,1,0
CLM02960,1.48,1,0,9,2,0
CLM02961,24.06,1,1,8,3,0
CLM02962,11.16,1,1,14,1,0
CLM02963,20.52,1,1,15,0,0
CLM02964,33.0,2,0,11,4,0
CLM02965,9.35,1,1,22,3,0
CLM02966,53.58,2,0,1,11,1
CLM02967,123.43,1,1,9,5,1
CLM02968,40.72,8,1,20,6,1
CLM02969,28.57,1,0,15,3,0
CLM02970,22.17,1,1,16,2,0
CLM02971,23.95,1,1,16,3,0
CLM02972,62.75,2,0,2,12,1
CLM02973,7.34,1,1,16,0,0
CLM02974,19.94,1,1,12,1,0
CLM02975,34.33,1,1,17,4,0
CLM02976,30.81,2,1,11,2,0
CLM02977,105.01,3,0,4,6,1
CLM02978,23.24,1,1,20,2,0
CLM02979,11.83,2,1,18,1,0
CLM02980,32.7,1,1,16,3,0
CLM02981,34.32,1,0,8,3,0
CLM02982,36.24,3,1,7,1,0
CLM02983,32.25,1,1,17,3,0
CLM02984,14.66,1,1,13,4,0
CLM02985,38.54,1,1,17,3,0
CLM02986,26.68,2,0,19,3,0
CLM02987,44.41,1,1,8,2,0
CLM02988,16.63,2,1,11,0,0
CLM02989,34.89,1,1,11,4,0
CLM02990,9.0,1,1,15,4,0
CLM02991,13.11,1,1,9,2,0
CLM02992,16.26,1,1,13,1,0
CLM02993,10.25,1,1,15,2,0
CLM02994,41.97,1,1,20,3,0
CLM02995,35.91,1,1,18,0,0
CLM02996,44.8,2,1,17,4,0
CLM02997,25.87,1,1,9,4,0
CLM02998,23.93,1,1,9,4,0
CLM02999,27.45,3,1,20,2,0
CLM03000,40.02,3,1,17,0,0
CLM03001,25.89,1,1,20,0,0
CLM03002,13.22,1,1,7,1,0
CLM03003,6.77,2,1,17,4,0
CLM03004,29.94,1,1,18,4,0
CLM03005,64.43,3,0,0,4,1
CLM03006,42.5,1,1,18,0,0
CLM03007,14.19,1,1,16,1,0
CLM03008,12.2,2,1,18,0,0
CLM03009,80.77,5,0,0,11,1
CLM03010,38.44,1,1,21,3,0
CLM03011,34.69,1,1,12,4,0
CLM03012,32.6,1,1,10,3,0
CLM03013,16.13,3,1,13,0,0
CLM03014,16.19,1,1,21,0,0
CLM03015,78.02,2,0,2,9,1
CLM03016,37.64,1,1,16,1,0
CLM03017,3.8,1,1,22,0,0
CLM03018,12.36,1,1,11,1,0
CLM03019,194.1,1,1,1,1,1
CLM03020,9.44,1,1,20,1,0
CLM03021,7.86,1,1,12,2,0
CLM03022,4.92,1,1,16,3,0
CLM03023,40.9,1,1,7,2,0
CLM03024,29.4,1,0,13,1,1
CLM03025,34.31,1,1,10,0,0
CLM03026,10.02,1,1,22,3,0
CLM03027,38.53,1,1,7,2,0
CLM03028,40.48,1,1,18,4,0
CLM03029,4.34,1,1,13,1,0
CLM03030,5.84,2,1,9,0,0
CLM03031,12.7,1,1,15,1,0
CLM03032,13.55,1,1,15,1,0
CLM03033,16.86,1,1,8,3,0
CLM03034,35.74,3,1,8,1,0
CLM03035,25.74,6,1,6,9,1
CLM03036,9.67,1,1,10,2,0
CLM03037,23.15,1,0,12,2,0
CLM03038,39.24,1,1,10,2,0
CLM03039,11.83,1,1,7,4,0
CLM03040,180.64,1,0,17,6,1
CLM03041,39.3,1,1,9,4,0
CLM03042,36.9,2,1,11,1,0
CLM03043,8.94,1,1,11,4,0
CLM03044,23.63,1,1,14,4,0
CLM03045,229.69,1,0,17,5,1
CLM03046,9.1,1,0,19,2,0
CLM03047,23.48,1,1,17,1,0
CLM03048,13.5,1,1,16,1,0
CLM03049,27.59,2,1,20,1,0
CLM03050,103.52,3,0,3,6,1
CLM03051,17.59,1,1,9,1,0
CLM03052,12.43,2,1,11,1,0
CLM03053,30.25,1,1,10,4,0
CLM03054,4.62,1,1,21,2,0
CLM03055,24.36,1,1,17,2,0
CLM03056,1.84,1,1,21,3,0
CLM03057,39.43,1,1,16,1,0
CLM03058,3.99,1,0,18,1,0
CLM03059,29.92,1,0,20,0,0
CLM03060,38.93,1,1,15,2,0
CLM03061,14.8,1,1,18,0,0
CLM03062,83.99,5,0,1,10,1
CLM03063,4.68,1,1,19,4,0
CLM03064,41.64,1,1,10,4,0
CLM03065,66.7,5,0,3,4,1
CLM03066,35.47,2,1,8,3,0
CLM03067,28.27,1,1,7,1,0
CLM03068,1.09,2,1,20,0,0
CLM03069,38.22,1,1,18,2,0
CLM03070,11.19,1,1,21,2,0
CLM03071,7.23,1,1,17,3,0
CLM03072,35.14,1,1,9,2,0
CLM03073,24.22,1,0,17,2,0
CLM03074,94.76,4,0,4,11,1
CLM03075,34.05,1,1,22,2,0
CLM03076,19.7,1,1,12,2,0
CLM03077,148.32,2,0,12,5,1
CLM03078,8.94,1,1,19,2,0
CLM03079,15.92,4,1,3,7,1
CLM03080,43.68,1,1,8,1,0
CLM03081,30.04,1,1,14,1,0
CLM03082,19.82,1,1,16,1,0
CLM03083,38.59,1,1,13,3,0
CLM03084,23.34,1,1,19,2,0
CLM03085,44.19,1,1,18,2,0
CLM03086,42.16,1,1,11,2,0
CLM03087,44.38,1,1,11,0,0
CLM03088,35.29,1,1,17,0,0
