claim_type,zone,hour_of_day,day_of_week,days_since_joining,claims_last_30_days,worker_age,claim_amount_inr,velocity_kmh,velocity_flag,device_accounts_today,device_flag,weather_matches_claim,weather_flag,actual_aqi,claimed_aqi_severe,actual_rainfall_mm,actual_temp_c,zone_claims_last_hour,mins_since_shift_start,photo_submitted,is_fraud,claim_type_enc,zone_enc
natural_disaster,Indiranagar,7,5,9,2,29,5552.1,4.9,0,1,0,1,0,83,0,7.21,30.11,5,340.11,0,0,2,3
rain_damage,Whitefield,8,4,187,1,30,5878.2,287.45,1,2,0,1,0,97,0,30.54,27.98,3,1.89,0,1,4,7
poor_aqi,Indiranagar,23,0,694,1,31,525.83,10.86,0,1,0,0,1,150,0,5.06,32.34,3,292.54,1,0,3,3
extreme_heat,Marathahalli,2,3,31,2,24,922.75,1.49,0,1,0,0,1,90,0,13.43,36.44,2,29.48,0,0,0,6
poor_aqi,Electronic_City,19,2,367,0,31,882.22,15.12,0,1,0,1,0,196,0,4.2,20.18,2,344.78,1,0,3,1
natural_disaster,BTM_Layout,8,0,52,2,38,6777.4,18.34,0,1,0,0,1,116,0,13.71,32.55,2,204.21,1,0,2,0
flood,Marathahalli,19,2,169,0,29,4156.67,6.17,0,2,0,1,0,110,0,78.47,20.23,3,240.83,1,0,1,6
poor_aqi,Indiranagar,8,1,189,2,30,885.0,1.13,0,1,0,1,0,198,0,9.62,17.19,1,235.86,1,0,3,3
rain_damage,Jayanagar,23,5,76,1,32,1878.93,4.81,0,1,0,1,0,40,0,72.61,31.35,3,21.43,1,0,4,4
natural_disaster,BTM_Layout,12,6,150,3,31,6560.93,109.79,1,3,1,1,0,95,0,14.36,35.9,6,572.96,1,1,2,0
natural_disaster,Jayanagar,1,6,22,0,28,7859.0,22.37,0,1,0,1,0,108,0,10.07,25.69,2,86.78,0,0,2,4
poor_aqi,Jayanagar,23,0,30,1,32,320.06,15.77,0,1,0,1,0,84,0,8.6,25.83,0,80.84,1,0,3,4
natural_disaster,Hebbal,7,5,141,0,30,7182.71,7.67,0,1,0,1,0,117,0,14.74,25.89,3,286.68,1,0,2,2
flood,Koramangala,9,6,73,1,24,4826.55,7.0,0,1,0,1,0,79,0,35.52,32.93,1,372.97,1,0,1,5
poor_aqi,Jayanagar,9,4,334,0,25,623.11,9.15,0,1,0,1,0,102,1,7.85,25.98,1,110.13,1,0,3,4
natural_disaster,Jayanagar,18,5,59,3,31,6630.2,18.78,0,1,0,1,0,83,0,11.88,29.19,3,17.45,0,0,2,4
natural_disaster,Jayanagar,22,6,55,2,32,6153.5,8.14,0,1,0,1,0,78,0,11.74,32.88,1,335.25,0,0,2,4
natural_disaster,Jayanagar,1,6,25,1,41,8368.85,9.16,0,1,0,1,0,83,0,5.15,22.77,2,290.24,0,0,2,4
natural_disaster,Electronic_City,14,6,270,1,25,3309.2,17.14,0,1,0,1,0,80,0,8.14,19.4,4,17.3,1,0,2,1
natural_disaster,Jayanagar,20,1,54,0,25,17273.93,11.7,0,1,0,0,1,90,0,5.84,32.8,2,539.5,0,1,2,4
natural_disaster,Whitefield,8,6,456,0,25,15731.82,89.7,1,1,0,0,1,88,0,5.09,27.36,1,0.19,0,1,2,7
rain_damage,Jayanagar,18,3,48,2,32,1656.21,226.42,1,4,1,0,1,114,0,54.09,25.87,11,581.93,0,1,4,4
rain_damage,Jayanagar,16,0,52,1,30,1581.24,11.29,0,1,0,1,0,60,0,13.05,18.27,1,279.18,1,0,4,4
poor_aqi,Jayanagar,9,1,3,1,28,687.69,18.22,0,1,0,1,0,106,1,11.73,20.99,2,35.52,1,0,3,4
flood,BTM_Layout,3,1,48,1,22,6218.46,190.47,1,4,1,1,0,30,0,21.79,27.59,3,509.53,0,1,1,0
flood,Electronic_City,16,2,222,1,27,2949.02,1.23,0,1,0,1,0,98,0,13.85,24.16,3,251.92,1,0,1,1
poor_aqi,Hebbal,20,2,124,4,24,1402.87,136.3,1,2,0,0,1,98,1,5.62,23.54,2,1.24,0,1,3,2
natural_disaster,BTM_Layout,22,6,126,4,39,6570.1,12.85,0,1,0,1,0,39,0,11.05,25.95,1,81.49,1,0,2,0
flood,Electronic_City,0,6,225,1,38,5235.7,18.22,0,1,0,1,0,37,0,54.27,26.95,0,257.82,1,0,1,1
extreme_heat,Koramangala,22,2,455,2,32,2109.56,205.59,1,1,0,0,1,95,0,3.39,27.15,1,0.05,0,1,0,5
poor_aqi,Koramangala,16,5,530,2,31,515.31,10.42,0,1,0,1,0,180,0,5.88,32.43,3,171.36,1,0,3,5
rain_damage,BTM_Layout,10,0,66,3,33,1769.36,19.44,0,1,0,1,0,109,0,19.47,31.41,3,122.48,0,0,4,0
flood,Jayanagar,9,0,508,2,34,3750.13,10.91,0,1,0,1,0,111,0,26.87,25.63,3,93.57,1,0,1,4
poor_aqi,Marathahalli,12,6,156,2,18,447.37,0.56,0,1,0,1,0,135,1,4.61,31.02,1,388.23,1,0,3,6
poor_aqi,Indiranagar,13,0,252,4,26,465.85,7.83,0,1,0,1,0,123,0,8.27,37.6,1,306.42,0,0,3,3
extreme_heat,Marathahalli,16,6,60,2,25,1171.18,10.4,0,1,0,1,0,97,0,6.36,29.78,2,304.74,1,0,0,6
natural_disaster,Jayanagar,1,4,408,2,35,5600.66,14.23,0,1,0,1,0,55,0,0.11,28.45,4,206.2,1,0,2,4
flood,Hebbal,14,3,297,0,32,5369.57,12.21,0,1,0,1,0,70,0,47.34,30.7,1,244.71,1,0,1,2
rain_damage,Jayanagar,19,2,59,1,36,1612.47,12.95,0,1,0,1,0,32,0,26.53,23.35,2,349.02,1,0,4,4
extreme_heat,Hebbal,22,1,213,1,32,884.98,2.04,0,5,1,1,0,96,0,10.5,43.45,6,0.78,0,1,0,2
natural_disaster,BTM_Layout,2,3,68,0,30,6941.43,21.15,0,2,0,1,0,84,0,7.75,28.36,1,202.53,1,0,2,0
poor_aqi,Jayanagar,20,5,266,1,28,676.07,2.07,0,1,0,1,0,72,0,9.25,23.94,3,365.02,1,0,3,4
natural_disaster,BTM_Layout,2,2,240,1,35,5416.53,155.3,1,1,0,0,1,41,0,12.63,31.39,1,413.79,1,1,2,0
poor_aqi,Whitefield,7,1,248,0,26,892.98,1.41,0,1,0,1,0,160,1,10.87,26.83,3,191.79,1,0,3,7
rain_damage,Jayanagar,18,0,6,0,31,1684.53,7.58,0,1,0,1,0,94,0,23.23,23.38,0,361.86,1,0,4,4
rain_damage,Whitefield,3,1,136,0,26,1393.62,1.31,0,1,0,1,0,68,0,20.29,22.58,3,92.12,0,0,4,7
poor_aqi,BTM_Layout,18,0,99,1,26,625.38,3.97,0,1,0,1,0,104,0,15.0,18.85,1,76.26,1,0,3,0
extreme_heat,Marathahalli,15,6,106,0,28,782.16,24.14,0,1,0,1,0,74,0,6.52,33.38,2,387.79,1,0,0,6
flood,Whitefield,21,0,92,2,34,3615.56,14.29,0,2,0,0,1,46,0,16.73,29.56,2,147.18,1,0,1,7
natural_disaster,BTM_Layout,19,2,273,1,28,6961.02,0.49,0,1,0,1,0,35,0,7.86,30.41,5,17.21,1,0,2,0
rain_damage,Jayanagar,9,4,162,2,33,839.97,2.51,0,1,0,1,0,64,0,49.96,28.82,6,252.08,1,0,4,4
flood,Whitefield,11,6,390,0,26,10484.14,122.38,1,3,1,1,0,56,0,76.33,25.88,2,1.07,0,1,1,7
flood,BTM_Layout,9,0,448,3,26,12590.0,223.34,1,2,0,0,1,88,0,51.97,17.9,11,556.07,0,1,1,0
natural_disaster,Whitefield,6,3,217,1,19,5311.27,17.36,0,4,1,0,1,38,0,12.76,25.83,3,1.2,1,1,2,7
rain_damage,Whitefield,7,6,201,1,18,2149.22,24.65,0,1,0,1,0,38,0,23.38,22.02,2,341.76,1,0,4,7
rain_damage,Whitefield,10,1,264,2,30,921.13,19.92,0,1,0,1,0,82,0,12.25,28.32,1,27.6,1,0,4,7
poor_aqi,Marathahalli,12,5,70,0,28,646.66,203.17,1,2,0,0,1,137,1,9.44,30.56,6,2.27,1,1,3,6
natural_disaster,Indiranagar,11,5,59,3,27,5899.74,10.13,0,1,0,1,0,99,0,9.71,26.66,3,112.54,1,0,2,3
extreme_heat,Koramangala,14,4,284,0,24,490.59,16.1,0,1,0,1,0,35,0,4.28,35.9,2,281.34,1,0,0,5
poor_aqi,Marathahalli,4,5,181,0,28,322.36,9.87,0,1,0,1,0,164,1,13.22,35.26,3,287.96,1,0,3,6
extreme_heat,Koramangala,12,4,107,2,27,1067.57,11.2,0,1,0,1,0,33,0,5.23,17.66,0,379.12,1,0,0,5
poor_aqi,Indiranagar,7,5,100,0,23,891.5,21.47,0,1,0,1,0,60,0,11.57,32.95,2,284.75,1,0,3,3
natural_disaster,Electronic_City,0,3,281,0,34,8742.1,19.57,0,1,0,1,0,60,0,8.49,23.39,4,42.86,1,0,2,1
natural_disaster,Marathahalli,19,3,38,1,24,7276.79,13.69,0,1,0,0,1,74,0,9.99,28.36,1,138.36,1,0,2,6
flood,BTM_Layout,20,6,145,0,23,2873.59,17.47,0,1,0,1,0,111,0,53.61,20.31,3,97.06,1,0,1,0
extreme_heat,Indiranagar,15,0,23,0,26,854.55,18.62,0,1,0,1,0,34,0,3.77,31.49,0,164.31,1,0,0,3
extreme_heat,Electronic_City,21,3,29,2,27,986.23,12.09,0,1,0,1,0,59,0,10.54,24.31,1,266.06,1,0,0,1
flood,Indiranagar,1,4,37,0,26,4250.18,1.81,0,1,0,0,1,65,0,35.68,26.66,1,228.69,1,0,1,3
poor_aqi,Jayanagar,17,1,85,0,22,496.06,16.03,0,1,0,1,0,170,1,7.1,21.82,2,308.52,1,0,3,4
flood,BTM_Layout,4,0,53,2,26,5960.46,3.21,0,1,0,1,0,79,0,25.86,20.05,1,64.28,1,0,1,0
poor_aqi,Jayanagar,15,4,106,2,36,410.09,24.53,0,1,0,1,0,173,1,6.97,27.46,3,238.89,0,0,3,4
rain_damage,Electronic_City,5,2,19,0,27,4832.24,9.86,0,5,1,1,0,42,0,77.49,25.19,1,0.85,0,1,4,1
natural_disaster,Jayanagar,17,4,142,1,29,3710.08,11.63,0,1,0,1,0,70,0,7.64,22.96,4,338.5,1,0,2,4
natural_disaster,Hebbal,15,2,0,2,26,9843.12,215.56,1,1,0,0,1,70,0,9.99,25.97,1,576.43,0,1,2,2
rain_damage,BTM_Layout,6,6,588,0,28,1543.26,1.42,0,1,0,1,0,93,0,29.57,23.25,4,258.02,1,0,4,0
extreme_heat,Jayanagar,1,4,253,0,38,923.42,6.24,0,4,1,0,1,58,0,13.63,39.32,2,1.01,0,1,0,4
poor_aqi,Whitefield,21,4,33,3,24,448.59,7.84,0,1,0,0,1,61,0,3.53,28.7,2,187.8,1,0,3,7
flood,Electronic_City,12,4,271,2,37,3079.37,20.5,0,1,0,1,0,41,0,16.74,23.96,5,250.84,0,0,1,1
poor_aqi,Indiranagar,14,6,89,2,20,545.65,127.29,1,4,1,0,1,167,1,7.34,22.43,8,1.45,1,1,3,3
poor_aqi,Hebbal,11,2,121,4,29,356.37,22.19,0,1,0,1,0,103,0,9.68,25.43,2,33.07,1,0,3,2
natural_disaster,Marathahalli,16,4,227,0,32,8697.5,6.66,0,1,0,1,0,56,0,0.98,24.14,2,361.69,1,0,2,6
flood,Indiranagar,5,2,108,2,28,12309.32,215.81,1,3,1,1,0,77,0,63.78,18.48,1,503.4,0,1,1,3
poor_aqi,Electronic_City,15,6,507,2,25,707.67,18.07,0,1,0,1,0,166,1,12.07,29.68,0,120.97,1,0,3,1
rain_damage,Hebbal,21,3,57,3,31,1456.29,14.77,0,1,0,1,0,40,0,23.1,25.32,2,279.67,1,0,4,2
extreme_heat,Marathahalli,22,4,442,1,27,986.28,12.43,0,1,0,1,0,110,0,6.0,29.73,3,386.75,1,0,0,6
flood,Hebbal,0,5,60,0,36,3588.56,10.01,0,2,0,1,0,117,0,56.32,30.42,2,344.28,0,0,1,2
flood,Indiranagar,1,0,76,1,34,4648.19,16.34,0,1,0,1,0,84,0,69.88,36.72,4,68.03,1,0,1,3
flood,Hebbal,5,0,53,0,35,2976.45,14.55,0,1,0,1,0,81,0,13.08,24.98,4,172.74,1,0,1,2
natural_disaster,Indiranagar,21,5,96,1,31,8364.06,4.18,0,1,0,1,0,71,0,6.33,30.23,2,85.14,1,0,2,3
poor_aqi,Whitefield,6,6,17,0,24,451.67,0.61,0,1,0,1,0,77,1,9.59,25.33,1,333.19,1,0,3,7
natural_disaster,Electronic_City,4,1,7,0,34,4790.72,6.22,0,1,0,1,0,48,0,7.94,39.57,4,206.81,1,0,2,1
rain_damage,Electronic_City,23,6,55,1,24,4096.74,213.16,1,4,1,1,0,107,0,22.19,35.42,2,2.43,0,1,4,1
extreme_heat,Marathahalli,6,4,296,0,35,1162.21,16.4,0,1,0,1,0,75,0,3.34,34.17,3,345.75,1,0,0,6
extreme_heat,BTM_Layout,3,6,299,1,26,722.14,10.11,0,1,0,1,0,48,0,14.65,31.74,2,200.68,0,0,0,0
natural_disaster,Hebbal,16,1,122,0,36,6629.82,6.04,0,1,0,0,1,51,0,10.17,31.6,0,191.57,1,0,2,2
extreme_heat,Koramangala,16,3,182,2,23,1136.92,13.05,0,2,0,1,0,30,0,3.86,30.91,2,132.17,1,0,0,5
poor_aqi,Jayanagar,18,2,107,1,25,507.26,7.88,0,1,0,1,0,154,0,6.0,23.8,0,274.81,1,0,3,4
extreme_heat,Indiranagar,18,5,45,2,18,1057.72,19.28,0,1,0,1,0,53,0,12.76,18.72,2,208.63,1,0,0,3
rain_damage,Marathahalli,11,3,157,1,24,1831.37,15.05,0,1,0,1,0,115,0,72.07,30.28,2,12.56,0,0,4,6
rain_damage,Jayanagar,1,1,750,0,25,1977.63,8.89,0,1,0,1,0,75,0,48.69,24.93,3,89.67,1,0,4,4
poor_aqi,Marathahalli,19,4,571,2,25,1614.31,167.72,1,3,1,1,0,112,1,7.67,25.08,6,0.86,0,1,3,6
poor_aqi,Koramangala,0,1,108,1,30,575.86,8.88,0,1,0,1,0,96,0,9.21,25.03,2,36.66,1,0,3,5
natural_disaster,Jayanagar,6,1,169,3,23,8908.89,20.22,0,1,0,1,0,66,0,13.8,25.52,2,165.87,0,0,2,4
natural_disaster,Koramangala,3,4,130,1,25,7528.76,11.15,0,1,0,1,0,52,0,4.73,29.32,3,246.75,1,0,2,5
rain_damage,Hebbal,12,2,0,3,29,1671.29,8.28,0,1,0,1,0,97,0,22.81,24.54,2,33.18,0,0,4,2
rain_damage,Indiranagar,0,4,91,0,40,5356.6,14.6,0,1,0,0,1,45,0,76.39,31.63,11,562.65,1,1,4,3
natural_disaster,Koramangala,2,0,74,0,26,4697.32,20.48,0,1,0,1,0,57,0,14.55,32.34,0,283.01,1,0,2,5
flood,Jayanagar,11,5,49,2,27,2620.23,5.6,0,1,0,1,0,45,0,10.54,27.58,1,281.86,1,0,1,4
natural_disaster,BTM_Layout,14,6,201,4,31,6905.0,23.34,0,1,0,0,1,110,0,14.46,23.77,3,253.39,1,0,2,0
natural_disaster,BTM_Layout,5,0,124,1,18,4039.25,20.96,0,1,0,1,0,30,0,7.95,29.58,4,102.56,1,0,2,0
rain_damage,Whitefield,11,5,451,0,32,1442.48,23.15,0,1,0,1,0,112,0,10.1,26.94,0,345.03,1,0,4,7
flood,Indiranagar,6,0,116,2,25,3338.98,16.57,0,1,0,1,0,31,0,21.16,31.22,2,224.54,1,0,1,3
natural_disaster,Electronic_City,12,5,26,2,22,6878.05,2.8,0,1,0,1,0,54,0,12.6,26.72,1,75.71,1,0,2,1
poor_aqi,BTM_Layout,2,2,80,0,42,712.59,5.78,0,1,0,1,0,173,0,0.75,30.72,1,319.9,1,0,3,0
flood,Electronic_City,11,5,16,0,29,3822.69,84.34,1,4,1,0,1,96,0,33.6,35.34,1,586.72,0,1,1,1
rain_damage,Indiranagar,1,0,573,2,18,2013.25,10.77,0,1,0,1,0,53,0,58.38,15.7,4,14.63,1,0,4,3
rain_damage,Marathahalli,4,3,410,0,25,1472.59,12.47,0,1,0,1,0,89,0,29.3,28.74,3,265.35,1,0,4,6
extreme_heat,Indiranagar,23,3,292,3,22,1085.42,4.62,0,1,0,1,0,106,0,13.73,50.1,3,258.15,0,0,0,3
rain_damage,Marathahalli,19,1,528,1,26,1483.25,2.32,0,1,0,0,1,117,0,72.44,24.49,1,306.94,1,0,4,6
extreme_heat,BTM_Layout,22,6,75,1,29,1154.17,17.01,0,1,0,1,0,36,0,0.36,38.52,2,75.69,0,0,0,0
rain_damage,Electronic_City,6,0,222,0,23,2893.87,15.54,0,1,0,0,1,47,0,45.2,30.06,2,2.58,0,1,4,1
rain_damage,Koramangala,6,6,627,3,37,1843.24,18.69,0,1,0,1,0,43,0,26.47,30.9,5,54.23,1,0,4,5
flood,Marathahalli,11,4,96,2,22,10917.72,2.3,0,4,1,0,1,39,0,39.54,28.44,6,599.02,0,1,1,6
flood,Indiranagar,2,3,31,0,41,5868.02,19.4,0,1,0,1,0,72,0,47.44,31.07,2,331.81,1,0,1,3
natural_disaster,Electronic_City,0,2,5,1,31,5071.64,7.02,0,1,0,1,0,103,0,4.35,17.34,3,251.38,1,0,2,1
rain_damage,Whitefield,9,6,40,1,19,1670.54,5.2,0,1,0,1,0,93,0,14.6,28.57,1,157.68,1,0,4,7
rain_damage,Hebbal,0,3,110,1,22,2109.15,22.8,0,1,0,1,0,92,0,14.54,34.26,0,124.72,1,0,4,2
rain_damage,Koramangala,12,4,142,1,30,1618.07,247.81,1,2,0,1,0,36,0,41.61,10.03,0,2.74,1,1,4,5
extreme_heat,Jayanagar,18,0,289,2,30,491.99,13.7,0,1,0,1,0,85,0,7.55,36.71,4,243.0,0,0,0,4
rain_damage,Electronic_City,15,3,101,1,20,2115.67,13.48,0,1,0,1,0,103,0,25.94,36.81,4,186.85,1,0,4,1
natural_disaster,Marathahalli,20,5,11,0,31,7182.29,14.63,0,1,0,1,0,90,0,13.6,20.32,4,1.38,0,1,2,6
poor_aqi,Marathahalli,22,3,245,0,20,669.92,11.57,0,5,1,0,1,151,1,14.39,26.06,2,419.67,0,1,3,6
natural_disaster,Electronic_City,16,5,87,0,18,5109.28,11.07,0,1,0,1,0,53,0,8.73,28.51,2,112.31,1,0,2,1
natural_disaster,Hebbal,14,6,587,0,29,5171.9,290.73,1,4,1,1,0,104,0,13.35,30.78,5,1.62,0,1,2,2
natural_disaster,Koramangala,7,0,12,1,31,4101.79,12.88,0,1,0,1,0,98,0,10.18,25.23,3,283.43,1,0,2,5
flood,Indiranagar,10,2,237,1,30,4699.9,209.71,1,3,1,0,1,78,0,42.05,32.09,6,599.1,0,1,1,3
extreme_heat,Electronic_City,4,0,75,1,35,489.09,13.6,0,1,0,0,1,37,0,10.19,38.94,4,134.18,1,0,0,1
extreme_heat,Whitefield,11,5,53,3,45,587.33,9.22,0,1,0,1,0,99,0,0.38,35.1,1,194.32,0,0,0,7
poor_aqi,Electronic_City,11,3,254,0,26,736.72,6.11,0,1,0,1,0,199,1,6.45,24.3,0,382.83,1,0,3,1
natural_disaster,Jayanagar,7,3,11,1,32,5398.19,24.27,0,1,0,1,0,118,0,9.05,30.82,3,351.14,1,0,2,4
poor_aqi,Hebbal,1,2,88,2,21,607.08,14.16,0,5,1,0,1,105,1,13.36,29.63,7,1.4,0,1,3,2
extreme_heat,Indiranagar,23,4,550,1,24,2964.8,92.28,1,2,0,0,1,115,0,0.66,33.05,1,0.6,0,1,0,3
rain_damage,Indiranagar,14,6,89,1,29,1977.48,7.62,0,1,0,1,0,79,0,10.9,26.14,3,312.77,0,0,4,3
extreme_heat,Jayanagar,10,3,53,3,27,546.54,18.01,0,1,0,1,0,89,0,3.68,36.13,1,155.28,1,0,0,4
poor_aqi,Hebbal,5,4,70,3,35,547.18,15.46,0,1,0,1,0,50,0,11.34,21.65,1,392.51,1,0,3,2
flood,Marathahalli,2,3,755,0,32,3320.97,15.72,0,1,0,1,0,56,0,71.56,24.19,3,319.48,1,0,1,6
poor_aqi,Indiranagar,16,0,54,1,22,663.77,18.33,0,4,1,1,0,96,1,13.88,27.72,7,593.47,0,1,3,3
flood,Marathahalli,12,1,30,1,27,5969.98,5.73,0,1,0,1,0,110,0,56.63,33.4,4,192.56,1,0,1,6
extreme_heat,Koramangala,10,2,101,1,23,971.22,14.35,0,1,0,1,0,74,0,4.84,35.55,4,148.65,1,0,0,5
extreme_heat,Whitefield,3,6,719,2,28,622.13,16.94,0,1,0,1,0,90,0,12.71,38.53,1,389.77,1,0,0,7
natural_disaster,Indiranagar,14,5,35,3,22,4917.11,10.89,0,1,0,1,0,70,0,0.88,28.1,0,115.4,1,0,2,3
extreme_heat,Hebbal,11,4,169,2,37,2038.8,142.86,1,2,0,0,1,91,0,11.78,28.62,4,468.6,1,1,0,2
flood,Jayanagar,8,5,77,0,34,5442.56,7.77,0,1,0,1,0,92,0,60.12,30.26,1,75.64,1,0,1,4
poor_aqi,BTM_Layout,17,5,83,1,20,754.61,19.54,0,1,0,1,0,174,0,4.96,29.72,3,85.7,1,0,3,0
flood,Electronic_City,23,2,508,0,24,5219.82,18.53,0,1,0,1,0,57,0,30.41,30.9,0,310.68,1,0,1,1
poor_aqi,Hebbal,22,3,469,1,23,476.33,14.93,0,1,0,1,0,147,0,7.38,28.13,1,66.11,1,0,3,2
natural_disaster,Koramangala,13,6,316,2,31,8370.05,11.02,0,1,0,1,0,90,0,9.51,24.64,0,107.33,1,0,2,5
rain_damage,BTM_Layout,19,0,278,2,20,2113.56,10.37,0,1,0,1,0,30,0,53.21,25.49,2,65.12,0,0,4,0
flood,Jayanagar,12,3,31,0,33,3389.57,13.06,0,1,0,1,0,52,0,34.73,29.73,2,54.46,0,0,1,4
poor_aqi,Whitefield,8,3,104,1,32,440.75,15.05,0,1,0,1,0,118,1,0.6,21.23,1,96.75,0,0,3,7
poor_aqi,Koramangala,11,2,199,4,23,578.75,22.44,0,1,0,1,0,91,1,9.48,19.05,0,376.89,1,0,3,5
poor_aqi,Marathahalli,12,6,200,0,24,896.33,16.78,0,1,0,1,0,52,1,14.5,33.28,0,210.29,0,0,3,6
flood,Indiranagar,10,5,337,1,21,2327.69,24.27,0,2,0,1,0,32,0,62.16,28.95,3,379.94,1,0,1,3
natural_disaster,BTM_Layout,21,3,109,3,28,3192.83,22.25,0,1,0,0,1,104,0,2.59,34.46,2,184.44,0,0,2,0
rain_damage,BTM_Layout,11,3,109,1,18,2093.46,13.64,0,1,0,1,0,33,0,46.63,21.32,0,323.1,0,0,4,0
rain_damage,Koramangala,14,2,206,2,24,761.59,10.58,0,1,0,1,0,117,0,11.82,21.58,1,251.06,1,0,4,5
extreme_heat,Jayanagar,9,2,118,3,22,1043.65,19.65,0,1,0,1,0,56,0,14.14,37.06,3,243.67,1,0,0,4
extreme_heat,Electronic_City,17,4,139,3,24,931.25,14.19,0,1,0,1,0,57,0,11.23,41.8,1,109.37,1,0,0,1
rain_damage,Koramangala,2,6,196,0,34,1244.67,4.83,0,5,1,0,1,115,0,45.94,33.76,4,539.54,0,1,4,5
poor_aqi,Electronic_City,17,4,222,3,25,787.81,9.15,0,1,0,1,0,103,0,2.61,28.96,1,31.8,1,0,3,1
natural_disaster,Electronic_City,18,6,12,1,23,8917.8,24.52,0,1,0,1,0,59,0,8.02,25.14,2,14.86,1,0,2,1
natural_disaster,BTM_Layout,13,1,270,0,23,5302.55,1.94,0,1,0,1,0,119,0,1.3,33.21,5,23.76,1,0,2,0
flood,Electronic_City,1,6,119,0,24,3948.79,12.43,0,1,0,0,1,114,0,35.64,22.37,3,394.46,1,0,1,1
rain_damage,Hebbal,23,0,35,0,22,1980.35,15.48,0,1,0,1,0,35,0,65.15,25.77,1,284.76,0,0,4,2
flood,Marathahalli,4,0,420,2,20,3398.06,4.33,0,1,0,1,0,47,0,32.01,32.29,3,173.61,1,0,1,6
poor_aqi,Electronic_City,13,4,74,1,21,2393.82,9.43,0,1,0,1,0,155,1,1.75,22.89,0,0.56,1,1,3,1
natural_disaster,BTM_Layout,22,2,525,1,32,8657.5,19.12,0,1,0,1,0,85,0,1.87,20.28,2,358.52,0,0,2,0
rain_damage,Koramangala,19,4,127,2,27,1339.33,16.58,0,1,0,1,0,52,0,28.15,23.04,1,120.69,1,0,4,5
extreme_heat,Indiranagar,7,4,503,0,24,429.34,22.06,0,1,0,1,0,77,0,0.31,20.05,0,253.5,0,0,0,3
flood,BTM_Layout,17,3,15,1,31,3982.87,17.33,0,1,0,1,0,44,0,76.5,17.49,0,290.69,1,0,1,0
flood,Electronic_City,21,3,263,1,24,4105.68,2.6,0,1,0,1,0,52,0,56.26,26.14,2,361.75,1,0,1,1
extreme_heat,Electronic_City,12,1,305,0,18,1138.62,22.78,0,1,0,1,0,95,0,2.7,30.95,3,242.46,1,0,0,1
extreme_heat,Indiranagar,7,5,354,3,22,1021.6,6.32,0,2,0,1,0,78,0,6.33,27.33,1,130.83,1,0,0,3
extreme_heat,Jayanagar,8,5,301,0,27,593.81,17.74,0,1,0,1,0,97,0,6.04,40.85,5,90.69,1,0,0,4
natural_disaster,Koramangala,2,6,299,1,30,8740.1,7.28,0,1,0,1,0,109,0,14.54,24.76,2,261.2,1,0,2,5
natural_disaster,Indiranagar,18,0,182,1,23,7741.75,21.77,0,1,0,1,0,89,0,4.89,27.04,0,349.83,1,0,2,3
poor_aqi,Whitefield,17,2,204,1,36,878.66,19.24,0,1,0,1,0,165,1,5.01,33.62,3,73.46,0,0,3,7
extreme_heat,Electronic_City,9,4,89,0,27,1434.26,272.85,1,4,1,0,1,94,0,3.03,25.97,7,2.61,1,1,0,1
extreme_heat,Marathahalli,22,4,74,2,32,467.01,21.58,0,1,0,1,0,67,0,12.68,31.24,2,281.32,1,0,0,6
rain_damage,Indiranagar,9,4,543,2,33,1910.46,8.13,0,1,0,1,0,40,0,31.19,27.13,0,300.92,0,0,4,3
rain_damage,Jayanagar,6,3,126,1,23,1835.17,10.07,0,2,0,1,0,54,0,62.62,31.53,3,286.84,1,0,4,4
natural_disaster,BTM_Layout,3,1,131,3,26,8220.08,0.77,0,1,0,1,0,94,0,2.73,34.2,2,88.44,1,0,2,0
poor_aqi,BTM_Layout,13,5,271,1,26,811.74,4.51,0,1,0,1,0,59,0,13.98,25.4,2,197.37,0,0,3,0
extreme_heat,Marathahalli,4,5,2,1,21,1349.95,98.41,1,3,1,0,1,106,0,11.79,31.82,3,0.24,0,1,0,6
extreme_heat,Jayanagar,6,0,22,0,34,897.71,6.47,0,1,0,1,0,105,0,11.07,39.93,0,172.73,0,0,0,4
rain_damage,Whitefield,5,0,152,3,31,2208.71,7.37,0,1,0,1,0,67,0,10.94,24.77,2,125.55,1,0,4,7
poor_aqi,Koramangala,10,0,517,3,19,712.32,1.12,0,1,0,1,0,160,0,13.17,29.5,4,122.62,1,0,3,5
poor_aqi,Indiranagar,17,5,322,6,37,732.78,20.07,0,1,0,1,0,68,0,1.88,29.68,3,340.68,1,0,3,3
natural_disaster,Electronic_City,12,1,135,0,25,7374.13,13.62,0,1,0,1,0,116,0,8.27,19.85,4,169.49,1,0,2,1
extreme_heat,BTM_Layout,4,2,146,2,35,420.79,10.91,0,2,0,1,0,80,0,10.48,36.19,2,323.4,1,0,0,0
natural_disaster,BTM_Layout,21,6,20,3,43,3395.36,6.27,0,1,0,0,1,70,0,3.03,32.77,0,64.75,0,0,2,0
extreme_heat,Indiranagar,0,3,45,1,27,1129.54,21.44,0,1,0,1,0,98,0,10.67,33.47,6,388.01,0,0,0,3
natural_disaster,Marathahalli,21,5,246,1,24,8743.77,5.37,0,2,0,1,0,45,0,2.79,18.33,3,252.68,1,0,2,6
natural_disaster,Marathahalli,21,0,87,0,18,5183.01,23.51,0,1,0,1,0,47,0,8.57,25.21,3,128.99,0,0,2,6
